2
1
12
0.750000	0.197427	0.585065
0.835065	0.250000	0.552573
0.835065	0.250000	0.447427
0.664935	0.250000	0.447427
0.664935	0.250000	0.552573
0.697427	0.335065	0.500000
0.802573	0.335065	0.500000
0.802573	0.164935	0.500000
0.697427	0.164935	0.500000
0.750000	0.197427	0.414935
0.750000	0.302573	0.414935
0.750000	0.302573	0.585065
20
2	3	7
2	8	3
4	5	6
5	4	9
7	6	12
6	7	11
10	11	3
11	10	4
8	9	10
9	8	1
12	1	2
1	12	5
7	3	11
2	7	12
4	6	11
6	5	12
3	8	10
8	2	1
4	10	9
5	9	1
2
8
0.375000	0.375000	0.625000
0.625000	0.375000	0.625000
0.375000	0.625000	0.625000
0.625000	0.625000	0.625000
0.375000	0.625000	0.375000
0.625000	0.625000	0.375000
0.375000	0.375000	0.375000
0.625000	0.375000	0.375000
12
1	2	3
3	2	4
3	4	5
5	4	6
5	6	7
7	6	8
7	8	1
1	8	2
2	8	4
4	8	6
7	1	5
5	1	3
